custID,contact,duration,age,region,job,marital,education,default,balance,housing,loan,Equal_balance,Equal_Frequence,Binned_age,response,Flag
27157,1,128,31,2,5,2,3,1,935,1,1,3,2,1,0,0
27158,1,64,46,1,5,2,3,1,45,2,2,1,1,3,0,1
27159,1,573,39,3,12,3,4,1,3281,1,1,4,4,2,0,0
27160,1,206,54,3,5,2,3,1,43228,1,1,4,3,4,0,1
27161,2,36,51,5,5,2,3,1,22457,1,1,4,1,4,0,1
27162,1,160,38,5,3,2,3,1,1760,1,2,4,2,2,0,1
27163,1,83,39,5,10,2,2,1,0,2,2,1,1,2,0,0
27164,2,425,52,4,3,2,1,1,3016,2,1,4,4,4,0,1
27165,1,166,50,3,5,2,3,1,22613,2,2,4,2,4,0,0
27167,1,283,31,5,1,2,2,1,531,2,1,3,3,1,0,1
27168,1,365,40,3,10,2,2,1,433,2,1,2,4,3,0,1
27169,2,109,47,6,4,2,1,1,113,1,2,2,2,3,0,1
27170,1,162,46,0,7,2,1,1,3194,1,1,4,2,3,0,1
27171,1,144,43,3,2,2,2,1,634,2,1,3,2,3,0,1
27172,2,49,31,6,2,3,2,1,-185,1,2,1,1,1,0,1
27173,1,320,34,7,2,3,1,1,2673,1,1,4,4,2,0,1
27174,1,397,50,2,1,2,2,1,269,2,1,2,4,4,0,1
27175,1,140,38,0,5,3,4,1,831,2,1,3,2,2,0,1
27176,1,80,32,4,8,2,3,1,0,1,1,1,1,1,0,1
27179,1,306,42,4,5,2,3,1,11530,2,1,4,3,3,0,0
27180,1,70,54,4,5,2,3,1,236,1,1,2,1,4,0,1
27181,1,202,37,3,5,2,3,1,569,2,1,3,3,2,0,1
27182,1,55,34,2,2,3,2,1,1655,2,1,3,1,2,0,1
27183,1,98,38,2,10,3,2,1,9745,1,1,4,1,2,0,1
27185,2,312,54,3,2,2,1,1,972,2,1,3,3,4,0,0
27187,1,89,45,5,5,2,3,1,2581,2,1,4,1,3,0,1
27189,1,171,35,3,3,2,3,1,-36,2,1,1,2,2,0,1
27190,1,744,39,6,1,1,2,1,533,1,1,3,4,2,0,1
27191,1,79,40,4,2,2,2,1,-703,2,2,1,1,3,0,1
27192,1,850,58,4,5,2,3,1,112,1,1,2,4,4,1,0
27193,1,102,53,4,2,2,2,1,1194,1,1,3,1,4,0,1
27195,1,778,44,4,8,3,2,1,886,1,2,3,4,3,0,1
27196,1,233,49,7,5,2,3,1,479,1,1,2,3,4,0,1
27198,2,162,57,7,8,2,2,1,9612,2,1,4,2,4,0,0
27199,1,38,35,5,2,2,2,1,93,2,2,2,1,2,0,1
27200,1,8,49,2,5,2,3,1,1095,1,1,3,1,4,0,1
27201,1,18,34,3,2,2,2,1,381,2,2,2,1,2,0,1
27202,2,26,57,4,6,1,3,1,553,1,1,3,1,4,0,0
27203,1,72,35,3,10,1,2,1,0,2,1,1,1,2,0,1
27204,1,164,41,5,5,2,3,1,967,2,2,3,2,3,0,1
27206,1,18,39,4,10,3,2,1,-615,2,1,1,1,2,0,1
27207,2,55,55,5,10,2,4,1,1620,2,2,3,1,4,0,1
27209,1,203,36,1,3,2,2,2,1,2,1,1,3,2,0,1
27210,1,186,32,3,5,3,3,1,716,2,1,3,3,1,0,1
27212,1,227,37,3,5,2,3,1,0,2,1,1,3,2,0,1
27213,1,86,35,2,10,2,3,1,0,2,2,1,1,2,0,0
27214,1,532,54,7,11,3,1,1,231,2,1,2,4,4,0,0
27215,1,326,37,5,5,2,3,1,13,1,1,1,4,2,0,1
27217,1,84,53,2,5,2,3,1,3610,2,2,4,1,4,0,1
27221,1,64,35,4,7,3,3,1,1313,2,1,3,1,2,0,1
27224,1,183,33,4,2,1,2,1,100,1,2,2,3,1,0,1
27225,1,110,42,5,10,3,2,1,833,2,1,3,2,3,0,1
27226,1,67,44,3,2,2,4,1,1336,2,1,3,1,3,0,1
27227,1,180,35,5,5,2,3,2,37,2,1,1,2,2,0,0
27228,2,182,58,7,10,2,3,1,336,1,1,2,3,4,0,0
27229,1,749,39,3,11,2,2,1,2610,1,1,4,4,2,1,1
27230,1,450,49,2,4,2,1,1,290,2,1,2,4,4,0,1
27231,2,28,47,3,7,2,3,1,0,1,1,1,1,3,0,0
27233,1,135,45,5,1,2,2,1,298,1,1,2,2,3,0,1
27236,1,798,34,3,10,2,2,1,6457,2,1,4,4,2,0,1
27237,1,661,44,6,5,1,3,1,2393,1,2,4,4,3,0,1
27238,1,492,40,4,1,2,2,1,2129,1,1,4,4,3,0,1
27240,2,43,36,5,2,2,2,1,823,2,1,3,1,2,0,0
27241,1,168,35,6,5,2,3,1,424,1,1,2,2,2,0,0
27242,1,82,32,3,10,2,2,1,1105,2,1,3,1,1,0,1
27245,1,264,49,4,1,1,2,1,897,2,1,3,3,4,0,0
27246,1,118,47,5,2,2,1,1,387,2,1,2,2,3,0,0
27247,1,171,32,4,2,3,1,1,4180,2,1,4,2,1,0,1
27249,2,168,54,2,2,2,1,1,5236,1,1,4,2,4,0,1
27250,2,232,57,4,10,2,2,1,33962,2,1,4,3,4,0,1
27255,1,45,30,3,4,3,2,1,416,2,1,2,1,1,0,1
27258,1,189,35,3,5,2,3,1,0,2,1,1,3,2,0,1
27259,1,126,51,3,10,3,3,1,13049,2,1,4,2,4,0,1
27260,1,208,31,2,10,3,2,1,15,1,1,1,3,1,0,0
27261,1,11,32,6,10,3,3,1,2563,2,1,4,1,1,0,1
27262,1,232,37,5,1,3,2,1,0,1,1,1,3,2,0,1
27263,1,109,36,5,1,3,2,1,0,2,2,1,2,2,0,0
27265,1,69,34,5,5,2,3,1,8586,1,1,4,1,2,0,0
27266,1,148,34,1,11,2,2,1,1599,1,1,3,2,2,0,0
27267,1,104,41,4,8,2,2,1,1680,1,1,4,2,3,0,1
27268,1,206,30,4,5,2,3,1,7479,2,1,4,3,1,0,0
27269,1,65,37,6,1,3,2,1,614,2,1,3,1,2,0,1
27270,1,980,45,4,10,2,3,1,-610,1,2,1,4,3,1,1
27273,1,56,43,3,5,2,3,1,15134,2,1,4,1,3,0,1
27274,2,62,36,5,5,1,3,1,244,2,1,2,1,2,0,1
27275,1,16,31,7,10,3,2,1,13,2,1,1,1,1,0,0
27276,1,102,32,5,1,2,3,1,0,2,1,1,1,1,0,1
27277,1,52,39,5,5,3,3,1,30,2,2,1,1,2,0,1
27278,1,58,33,2,10,3,2,1,1070,2,1,3,1,1,0,1
27279,1,55,33,5,5,2,3,1,2113,1,1,4,1,1,0,0
27282,1,226,49,2,5,2,3,2,12,2,1,1,3,4,0,0
27283,1,48,32,5,10,3,2,1,7802,1,1,4,1,1,0,0
27284,1,163,44,2,3,1,3,1,23464,2,2,4,2,3,0,0
27285,1,24,32,3,5,3,3,1,1876,1,1,4,1,1,0,0
27286,1,219,39,3,8,2,1,1,1862,2,1,4,3,2,0,1
27288,1,152,35,5,10,3,2,1,455,1,1,2,2,2,0,0
27290,1,531,30,5,5,2,2,1,-650,2,2,1,4,1,0,0
27292,1,171,42,5,8,1,2,1,516,1,1,2,2,3,0,0
27293,1,108,30,2,8,3,2,1,787,2,1,3,2,1,0,1
27295,1,937,35,5,10,3,3,1,6164,1,1,4,4,2,1,1
27296,1,62,43,4,1,2,2,1,-174,1,2,1,1,3,0,1
27297,1,220,56,4,6,2,2,2,-1305,2,2,1,3,4,0,0
27298,1,40,59,4,5,2,2,1,49,1,1,1,1,4,0,1
27299,1,50,35,4,9,1,3,1,116,1,1,2,1,2,0,0
27300,1,53,35,4,5,3,3,1,203,2,2,2,1,2,0,1
27301,1,149,43,5,1,1,3,1,1674,2,2,4,2,3,0,1
27303,1,144,50,4,1,1,2,1,3767,1,1,4,2,4,0,0
27304,1,259,43,5,5,2,3,1,16106,2,1,4,3,3,0,1
27305,1,107,57,2,8,2,2,1,3091,2,1,4,2,4,0,1
27306,1,381,33,4,8,3,2,1,3801,1,2,4,4,1,0,0
27307,1,137,36,3,5,2,4,1,1857,2,1,4,2,2,0,1
27310,1,347,33,3,1,1,2,1,390,2,1,2,4,1,0,0
27312,1,58,47,3,10,2,2,1,1231,2,1,3,1,3,0,1
27314,1,44,32,4,5,2,3,1,3183,2,2,4,1,1,0,1
27315,1,85,55,4,4,2,1,1,5,1,1,1,1,4,0,1
27316,1,18,34,3,5,2,3,2,0,1,2,1,1,2,0,1
27318,1,116,44,2,5,2,2,1,1323,2,1,3,2,3,0,0
27319,1,127,39,4,5,2,3,1,24340,1,1,4,2,2,0,1
27320,1,75,54,5,3,1,3,1,6726,1,1,4,1,4,0,1
27322,1,161,31,5,11,2,3,1,687,1,1,3,2,1,0,1
27323,1,77,32,4,10,3,2,1,6512,2,1,4,1,1,0,1
27324,1,162,45,5,5,2,3,1,4236,1,1,4,2,3,0,1
27325,1,197,30,5,7,2,2,1,676,2,1,3,3,1,0,0
27326,1,47,35,4,8,1,2,1,-835,2,1,1,1,2,0,0
27328,1,53,58,6,5,1,3,1,30528,2,1,4,1,4,0,1
27331,1,549,41,4,3,2,1,1,45,2,1,1,4,3,1,1
27333,1,72,51,4,5,1,3,1,-92,2,1,1,1,4,0,1
27334,1,182,40,5,2,2,1,1,-716,2,1,1,3,3,0,1
27336,1,183,39,4,8,3,2,1,184,2,1,2,3,2,0,1
27337,1,158,31,2,8,2,2,1,990,2,1,3,2,1,0,1
27338,2,270,48,3,4,3,2,1,1610,1,1,3,3,3,0,0
27339,1,57,38,3,10,2,2,1,1,2,1,1,1,2,0,1
27340,1,1199,38,3,8,2,2,1,6155,2,1,4,4,2,0,1
27341,1,36,57,5,1,2,2,1,4586,1,1,4,1,4,0,1
27344,1,161,57,5,5,2,3,1,28486,1,1,4,2,4,0,1
27345,1,653,30,4,10,3,3,1,1195,2,1,3,4,1,0,0
27346,1,24,30,8,1,3,2,1,179,2,1,2,1,1,0,1
27347,1,150,48,4,2,3,2,1,-642,1,2,1,2,3,0,0
27349,1,654,33,6,10,3,3,1,0,2,1,1,4,1,1,0
27350,1,527,40,5,5,2,2,1,10520,2,1,4,4,3,0,0
27352,1,151,39,5,5,2,3,1,1923,1,2,4,2,2,0,0
27353,1,455,36,5,10,2,2,1,1741,1,2,4,4,2,0,1
27354,1,490,54,5,2,2,2,1,-12,2,1,1,4,4,0,1
27356,1,72,30,5,7,2,1,1,784,2,1,3,1,1,0,0
27357,1,83,47,2,7,2,2,1,370,1,1,2,1,3,0,1
27358,1,184,53,4,10,2,2,1,2134,2,1,4,3,4,0,1
27359,1,141,33,3,3,2,3,1,101,2,2,2,2,1,0,0
27361,1,101,38,3,2,2,1,1,0,2,1,1,1,2,0,0
27362,1,294,52,4,5,2,3,1,2823,2,1,4,3,4,0,1
27363,1,94,34,5,10,1,2,1,8,2,2,1,1,2,0,1
27364,1,13,56,5,4,2,1,1,517,1,1,2,1,4,0,1
27367,1,93,49,5,1,1,2,1,7572,1,1,4,1,4,0,1
27368,1,48,39,5,1,2,2,1,2697,1,1,4,1,2,0,1
27369,1,50,43,4,5,3,3,1,170,1,1,2,1,3,0,1
27370,1,718,30,3,2,2,2,1,0,1,2,1,4,1,0,1
27371,2,114,31,5,3,1,2,1,95,1,1,2,2,1,0,1
27372,1,161,34,4,5,2,3,1,3016,2,1,4,2,2,0,1
27374,1,150,56,3,5,2,2,1,3269,1,1,4,2,4,0,0
27376,1,94,36,5,2,2,2,1,3798,2,1,4,1,2,0,0
27377,1,816,30,4,2,3,2,1,8023,1,1,4,4,1,0,1
27378,1,240,33,4,3,3,3,1,3508,1,1,4,3,1,0,0
27379,1,1571,30,5,9,3,3,1,3837,1,1,4,4,1,1,0
27380,1,75,59,2,5,1,3,1,9085,2,1,4,1,4,0,1
27382,2,47,48,3,1,3,2,1,0,1,2,1,1,3,0,1
27383,1,536,31,4,5,3,3,1,5486,2,1,4,4,1,1,1
27384,1,290,31,4,2,3,2,1,1820,2,1,4,3,1,0,1
27385,2,148,55,3,2,1,1,1,2590,2,1,4,2,4,0,1
27386,1,229,35,4,11,2,3,1,301,1,2,2,3,2,0,0
27387,1,185,39,5,5,2,2,1,15788,2,1,4,3,2,0,1
27388,2,68,45,4,10,2,2,1,0,2,1,1,1,3,0,0
27390,1,124,40,4,7,2,3,1,315,2,1,2,2,3,0,1
27391,1,319,50,3,8,2,2,1,66785,2,1,4,4,4,0,1
27393,1,48,31,4,10,2,3,1,110,1,1,2,1,1,0,1
27394,1,89,32,4,2,3,2,1,1217,1,1,3,1,1,0,1
27395,1,106,36,3,5,2,3,1,1883,2,1,4,2,2,0,0
27396,1,92,32,7,8,3,2,1,13124,2,1,4,1,1,0,1
27398,1,56,45,3,1,3,2,1,1100,2,1,3,1,3,0,1
27399,1,45,57,2,1,1,2,1,7159,1,2,4,1,4,0,1
27403,1,408,39,2,5,3,3,1,159,2,1,2,4,2,0,1
27404,1,12,35,3,10,3,3,1,950,2,1,3,1,2,0,1
27405,1,75,30,7,1,3,2,1,122,2,1,2,1,1,0,0
27406,1,664,42,2,5,2,3,1,42,1,1,1,4,3,1,0
27407,1,383,32,3,1,2,3,1,137,1,1,2,4,1,0,1
27408,1,78,32,4,5,3,2,1,100,2,1,2,1,1,0,1
27409,1,159,33,4,5,2,3,1,486,2,1,2,2,1,0,0
27410,1,297,44,5,2,2,2,1,18812,2,1,4,3,3,0,0
27411,1,61,57,4,5,1,3,1,0,1,2,1,1,4,0,1
27412,1,104,53,5,2,2,2,1,3530,2,1,4,2,4,0,1
27413,1,222,40,6,8,3,2,1,5964,2,2,4,3,3,0,1
27415,1,79,52,5,5,3,3,1,6660,2,1,4,1,4,0,1
27418,2,126,57,5,11,2,1,1,3915,1,1,4,2,4,0,1
27419,2,661,40,4,5,2,3,1,1842,2,1,4,4,3,0,0
27420,1,224,52,5,5,2,3,1,1238,2,2,3,3,4,0,1
27422,1,59,49,3,8,2,2,1,77,2,2,1,1,4,0,1
27423,1,10,36,4,5,3,3,1,84,2,2,2,1,2,0,0
27425,1,21,34,1,11,2,2,1,7486,2,1,4,1,2,0,1
27426,1,55,57,7,5,2,3,1,3990,2,1,4,1,4,0,1
27427,1,207,45,4,10,2,2,1,2794,1,1,4,3,3,0,0
27428,1,85,47,4,1,2,4,1,0,2,1,1,1,3,0,0
27430,1,50,34,7,12,2,2,1,1667,1,1,4,1,2,0,1
27431,1,103,32,5,4,3,3,1,27515,2,1,4,1,1,0,0
27432,1,757,57,4,10,1,2,1,2735,2,1,4,4,4,0,1
27434,1,570,57,4,6,2,1,1,5826,1,1,4,4,4,0,0
27435,1,139,40,2,5,2,2,1,4680,2,1,4,2,3,0,0
27436,1,157,47,5,5,2,3,1,8963,2,1,4,2,3,0,0
27437,1,579,49,4,5,2,3,1,26186,1,1,4,4,4,1,1
27438,1,58,51,5,5,2,3,1,5,2,1,1,1,4,0,1
27440,1,366,32,5,5,1,3,1,1016,1,1,3,4,1,0,1
27441,1,1555,35,5,11,2,1,1,3820,1,1,4,4,2,1,1
27444,1,504,31,4,12,2,2,1,129,1,1,2,4,1,1,1
27445,1,146,43,6,5,2,3,1,2036,2,1,4,2,3,0,1
27446,1,655,57,4,4,1,2,1,5778,1,1,4,4,4,0,1
27449,1,51,31,3,1,3,2,1,167,2,1,2,1,1,0,0
27450,1,175,59,1,2,2,2,1,11691,1,1,4,2,4,0,0
27451,2,85,52,4,2,2,1,1,33,2,1,1,1,4,0,1
27452,1,128,46,3,1,1,2,1,3678,1,1,4,2,3,0,1
27453,1,11,43,4,12,3,3,1,3176,1,1,4,1,3,0,0
27454,1,237,55,3,10,2,4,1,5519,2,1,4,3,4,0,1
27455,1,82,55,4,6,1,2,1,1837,1,2,4,1,4,0,1
27456,2,33,49,7,8,2,1,1,5480,2,1,4,1,4,0,0
27457,1,52,44,2,5,2,3,1,-805,1,2,1,1,3,0,1
27458,1,289,51,5,11,2,2,1,86,1,2,2,3,4,0,1
27459,1,43,40,6,8,2,2,1,0,2,1,1,1,3,0,1
27460,1,101,37,3,5,2,3,1,3431,1,1,4,1,2,0,1
27461,1,402,30,5,5,3,3,1,11202,1,1,4,4,1,0,1
27462,1,59,53,5,5,2,1,1,16164,2,1,4,1,4,0,1
27464,1,221,32,5,7,2,3,1,16886,1,1,4,3,1,0,1
27465,1,39,45,4,2,2,2,1,3685,1,1,4,1,3,0,0
27470,1,608,31,3,7,3,3,1,20842,2,1,4,4,1,0,0
27471,1,240,31,5,8,2,2,2,34,1,1,1,3,1,0,1
27472,1,98,36,2,10,1,2,1,473,1,1,2,1,2,0,0
27473,1,173,45,5,8,1,2,1,0,2,2,1,2,3,0,1
27474,1,584,31,4,5,2,4,1,4794,1,1,4,4,1,0,1
27476,1,379,32,4,1,3,2,1,628,2,1,3,4,1,0,1
27477,1,177,34,4,1,3,2,1,1037,2,1,3,2,2,0,1
27478,1,1036,47,3,10,2,2,1,1060,1,1,3,4,3,0,1
27479,1,675,58,1,5,1,3,1,58,2,1,1,4,4,0,1
27481,1,377,31,7,5,3,3,1,3817,1,1,4,4,1,0,1
27482,1,86,31,4,5,3,3,1,357,1,1,2,1,1,0,0
27483,1,92,53,6,7,3,2,1,216,1,1,2,1,4,0,1
27484,2,181,57,2,4,1,1,1,572,1,1,3,3,4,0,1
27485,1,197,37,6,8,3,2,1,122,1,2,2,3,2,0,1
27487,1,65,56,4,3,1,3,1,449,1,1,2,1,4,0,1
27488,1,8,51,4,2,2,2,1,0,2,1,1,1,4,0,1
27489,1,82,32,4,1,2,2,1,874,2,1,3,1,1,0,0
27490,1,70,36,2,7,1,3,1,7424,2,1,4,1,2,0,1
27491,1,519,41,5,2,2,2,1,1621,2,1,3,4,3,0,0
27492,1,61,44,3,2,2,2,1,437,2,1,2,1,3,0,0
27493,1,46,39,3,10,1,2,1,658,1,1,3,1,2,0,0
27494,1,163,40,5,1,3,2,1,1395,2,1,3,2,3,0,1
27497,1,162,46,5,10,2,2,1,477,1,2,2,2,3,0,0
27498,2,39,34,1,5,3,3,1,2724,1,1,4,1,2,0,0
27499,1,360,34,3,10,2,4,1,1003,1,1,3,4,2,0,1
27500,1,230,45,3,5,3,3,1,241,1,1,2,3,3,0,1
27501,1,25,34,3,5,2,3,1,6041,1,1,4,1,2,0,0
27502,1,162,41,3,9,3,2,1,2249,2,1,4,2,3,0,0
27503,1,155,38,3,1,2,2,1,2294,1,1,4,2,2,0,0
27504,2,61,52,2,2,2,1,1,5573,2,1,4,1,4,0,1
27505,1,32,44,4,2,2,1,1,0,2,2,1,1,3,0,1
27506,1,251,53,5,7,3,2,1,850,1,1,3,3,4,0,1
27508,1,58,30,3,7,2,3,1,1221,1,1,3,1,1,0,1
27510,1,36,34,5,3,3,2,1,370,2,1,2,1,2,0,0
27511,1,165,34,5,3,3,3,1,3321,2,1,4,2,2,0,1
27512,1,285,41,5,10,2,2,1,2471,2,2,4,3,3,0,1
27513,1,459,30,4,10,3,2,1,3179,1,1,4,4,1,1,0
27514,1,98,50,5,6,2,2,1,1217,1,1,3,1,4,0,0
27515,2,29,36,1,2,2,2,1,4027,2,1,4,1,2,0,0
27516,1,1540,46,3,10,2,2,1,1357,2,1,3,4,3,1,1
27517,1,39,32,3,3,3,3,1,8885,2,2,4,1,1,0,1
27518,2,544,31,3,3,3,2,1,0,2,1,1,4,1,0,1
27519,1,663,38,4,5,2,3,1,3995,1,1,4,4,2,1,1
27520,1,173,42,4,11,2,2,1,9455,2,1,4,2,3,0,1
27522,1,695,30,2,2,3,1,1,6559,1,1,4,4,1,0,1
27523,1,88,33,5,10,2,3,1,51,2,1,1,1,1,0,0
27524,1,369,36,5,7,2,3,1,737,2,1,3,4,2,0,1
27525,1,148,32,4,10,3,3,1,456,2,1,2,2,1,0,1
27528,1,219,54,5,2,1,1,1,0,2,1,1,3,4,0,0
27529,1,90,39,5,5,2,3,1,17,2,2,1,1,2,0,0
27530,1,164,32,4,5,3,2,1,1878,2,1,4,2,1,0,0
27532,1,147,56,2,2,1,2,1,11509,2,1,4,2,4,0,1
27533,1,681,30,5,8,2,2,1,0,2,1,1,4,1,1,1
27534,1,129,49,6,1,1,2,1,1535,1,1,3,2,4,0,1
27535,1,169,46,5,7,1,3,1,9322,2,2,4,2,3,0,0
27537,1,585,43,6,1,1,2,1,858,2,1,3,4,3,0,1
27538,1,36,45,6,2,2,2,1,3074,2,1,4,1,3,0,0
27540,1,888,41,5,2,2,1,1,798,2,1,3,4,3,0,1
27542,1,808,35,1,1,1,2,1,4228,1,2,4,4,2,1,1
27543,1,305,41,2,1,3,2,2,0,1,2,1,3,3,0,0
27545,1,87,55,2,5,2,2,1,2242,1,1,4,1,4,0,1
27546,1,77,31,5,5,2,3,1,555,2,1,3,1,1,0,1
27547,1,107,34,6,8,2,2,1,1903,2,1,4,2,2,0,0
27548,1,132,33,3,10,3,2,1,2867,2,1,4,2,1,0,1
27550,1,39,37,1,10,3,2,1,422,2,1,2,1,2,0,1
27551,1,13,50,3,11,2,2,1,42117,1,1,4,1,4,0,0
27552,1,775,43,1,10,2,2,1,3823,2,1,4,4,3,1,0
27554,1,1032,58,3,5,2,3,1,1863,1,1,4,4,4,0,1
27556,1,705,34,2,5,3,3,1,3062,2,1,4,4,2,1,1
27557,1,225,33,3,2,3,2,1,-427,2,2,1,3,1,0,1
27558,1,64,36,2,5,2,3,1,460,1,1,2,1,2,0,1
27559,1,634,37,5,10,2,2,1,938,2,1,3,4,2,0,1
27562,1,258,33,4,10,1,2,1,649,2,1,3,3,1,0,0
27563,1,484,35,4,7,2,2,1,609,2,1,3,4,2,0,0
27564,1,229,39,3,2,2,1,1,555,2,2,3,3,2,0,1
27565,1,330,33,5,5,3,3,1,0,2,2,1,4,1,0,1
27566,1,41,43,3,10,2,3,1,7759,2,1,4,1,3,0,1
27567,1,95,30,3,2,3,2,1,2767,1,1,4,1,1,0,1
27568,1,1222,46,2,5,2,2,1,173,1,1,2,4,3,1,0
27570,1,75,50,2,2,2,3,1,6306,2,1,4,1,4,0,0
27572,1,711,38,4,10,2,2,1,3217,2,1,4,4,2,0,0
27573,1,271,39,5,2,2,1,1,138,2,1,2,3,2,0,0
27574,2,178,51,6,5,3,3,1,7562,1,1,4,2,4,0,1
27576,1,432,30,4,2,2,1,1,3406,2,1,4,4,1,0,1
27577,1,104,48,2,10,2,2,1,1163,1,1,3,2,3,0,0
27578,1,1195,54,4,5,2,3,1,1295,2,1,3,4,4,0,1
27579,1,168,53,5,10,2,2,1,2021,1,2,4,2,4,0,0
27580,1,229,47,5,7,2,3,1,3572,1,1,4,3,3,0,1
27581,1,127,42,4,5,1,2,1,888,1,2,3,2,3,0,1
27582,1,59,33,3,2,1,2,1,865,2,1,3,1,1,0,0
27583,1,158,49,1,5,2,3,1,1086,1,2,3,2,4,0,1
27584,1,246,33,3,1,3,3,1,14772,2,1,4,3,1,0,1
27585,1,70,33,4,3,2,3,1,97,2,1,2,1,1,0,1
27587,1,244,34,3,10,1,2,1,51,2,2,1,3,2,0,1
27588,1,140,35,4,3,3,1,1,6,1,1,1,2,2,0,0
27589,1,210,31,6,10,3,3,1,1124,1,1,3,3,1,0,1
27590,1,11,33,2,1,3,2,1,2133,2,1,4,1,1,0,0
27591,1,214,31,4,8,2,2,2,-184,2,1,1,3,1,0,1
27593,1,12,40,5,1,3,2,1,1020,2,1,3,1,3,0,1
27594,1,358,45,4,8,2,2,1,155,1,1,2,4,3,0,1
27595,1,407,38,3,4,1,3,1,5014,1,1,4,4,2,0,1
27596,1,64,45,6,6,3,2,2,100,1,1,2,1,3,0,1
27597,1,197,45,2,2,2,2,1,2612,2,2,4,3,3,0,1
27598,1,126,42,4,8,2,4,1,8700,1,1,4,2,3,0,0
27599,1,109,35,5,5,1,3,1,626,2,1,3,2,2,0,1
27602,1,127,47,4,2,2,2,1,550,2,1,3,2,3,0,1
27604,1,307,48,4,10,2,2,1,885,1,1,3,3,3,0,1
27605,1,14,37,5,2,2,2,1,1636,2,1,3,1,2,0,1
27608,1,13,52,2,3,2,3,1,2685,1,2,4,1,4,0,1
27609,1,64,38,6,5,2,4,1,1462,1,1,3,1,2,0,1
27612,2,171,45,2,5,2,2,1,1798,1,1,4,2,3,0,0
27613,1,136,36,4,5,3,2,1,2076,1,1,4,2,2,0,0
27614,2,25,41,3,2,2,1,1,2116,2,1,4,1,3,0,1
27616,1,72,35,5,5,2,3,1,26243,2,1,4,1,2,0,1
27618,1,139,36,4,1,3,2,1,0,2,1,1,2,2,0,1
27620,1,201,33,6,5,3,3,1,4443,1,1,4,3,1,0,1
27621,1,7,33,3,3,2,2,1,3651,2,2,4,1,1,0,1
27622,1,15,34,4,10,3,3,1,421,2,1,2,1,2,0,1
27623,1,14,37,1,2,2,1,1,1537,2,1,3,1,2,0,1
27624,1,391,45,7,2,2,2,1,456,2,1,2,4,3,0,0
27626,2,129,47,4,1,2,2,1,7785,1,1,4,2,3,0,0
27627,1,118,32,3,8,2,2,1,3699,2,1,4,2,1,0,0
27629,1,21,35,5,10,3,2,1,1376,2,1,3,1,2,0,0
27630,1,223,55,3,11,2,3,1,5592,2,1,4,3,4,0,0
27631,2,345,49,2,10,2,2,1,6972,1,1,4,4,4,0,1
27632,1,211,33,5,5,1,3,1,0,2,2,1,3,1,0,1
27634,1,73,52,5,8,2,1,1,3044,2,1,4,1,4,0,1
27635,1,321,42,4,7,1,2,1,563,2,1,3,4,3,0,0
27636,1,110,41,5,5,2,3,1,4724,2,1,4,2,3,0,1
27637,1,170,47,4,10,2,2,1,2655,2,1,4,2,3,0,1
27638,1,56,58,4,3,2,2,1,0,1,2,1,1,4,0,1
27639,1,281,50,3,2,2,1,1,0,1,1,1,3,4,0,0
27640,1,328,34,5,5,2,3,1,830,2,1,3,4,2,0,1
27641,1,125,47,3,2,2,1,1,4013,1,2,4,2,3,0,1
27643,1,6,36,1,5,3,3,1,394,1,1,2,1,2,0,0
27644,2,1441,35,5,7,3,2,1,2014,1,1,4,4,2,0,1
27646,1,1555,37,4,1,3,2,1,1276,2,1,3,4,2,1,1
27648,1,8,38,0,5,3,3,1,7840,1,1,4,1,2,0,1
27649,1,182,45,3,10,2,2,1,2292,2,1,4,3,3,0,1
27651,2,8,47,2,4,2,3,1,387,1,1,2,1,3,0,1
27652,1,158,37,2,5,3,3,1,2527,1,1,4,2,2,0,0
27653,1,8,51,7,7,2,3,1,2599,1,1,4,1,4,0,1
27654,1,9,43,4,3,2,1,1,402,2,1,2,1,3,0,1
27655,1,9,59,6,5,2,3,1,24184,2,1,4,1,4,0,1
27656,1,22,32,3,10,3,3,1,773,2,1,3,1,1,0,1
27657,1,24,50,3,3,2,3,1,7936,1,1,4,1,4,0,1
27659,1,925,42,2,5,2,3,1,1483,2,2,3,4,3,1,1
27661,1,9,37,4,2,3,2,1,3617,2,1,4,1,2,0,1
27662,2,69,32,1,1,2,2,1,5540,1,1,4,1,1,0,1
27663,1,37,32,4,1,2,3,1,92,2,1,2,1,1,0,1
27664,2,240,54,1,5,2,1,1,6729,1,1,4,3,4,0,1
27665,1,23,35,6,10,2,2,1,683,1,2,3,1,2,0,1
27666,1,11,33,6,5,3,3,1,4064,2,2,4,1,1,0,1
27667,1,11,35,6,8,2,2,1,624,1,2,3,1,2,0,1
27669,1,412,53,3,10,1,2,1,201,1,2,2,4,4,0,1
27671,1,22,57,4,8,1,2,1,5423,1,1,4,1,4,0,1
27672,1,234,46,2,10,1,3,1,0,2,1,1,3,3,0,1
27674,2,30,51,8,10,2,2,1,3415,1,1,4,1,4,0,1
27676,1,105,30,3,8,2,2,1,11083,1,1,4,2,1,0,0
27677,1,85,45,4,3,2,2,1,-307,1,1,1,1,3,0,1
27679,1,11,37,4,8,2,3,1,0,2,1,1,1,2,0,1
27680,1,14,36,4,5,3,3,1,599,2,1,3,1,2,0,1
27682,1,521,31,4,2,2,1,1,1862,1,1,4,4,1,0,1
